host,port,open,service,title,warnings,paths
localhost,3000,true,,OWASP Juice Shop,"[{""level"":""info"",""message"":""Missing Content-Security-Policy header"",""confidence"":0.4},{""level"":""warning"",""message"":""CORS Access-Control-Allow-Origin is '*'"",""confidence"":0.7},{""level"":""info"",""message"":""OWASP Juice Shop (intentionally insecure test app) (matched rule: (?i)juice shop)"",""confidence"":0.6}]","[{""path"":""/admin"",""status"":200,""exists"":true,""snippet"":""<!--\n  ~ Copyright (c) 2014-2025 Bjoern Kimminich & the OWASP Juice Shop contributors.\n  ~ SPDX-License-Identifier: MIT\n  -->\n\n<!doctype html>\n<html lang=\""en\"" data-beasties-container>\n<head>\n  <meta c""},{""path"":""/robots.txt"",""status"":200,""exists"":true,""snippet"":""User-agent: *\nDisallow: /ftp""}]"
